LastSale,MarketCap,logMarketCap,Revenue_M,netIncome_M,profitMargin,lastFiscalYearGrowth,employees,revenuePerEmployee,marketCapToRevenue,CEOAge,PresidentAge,companyAgeAtIPO,yearDifference,YearFounded,MarketMonthTrend,Market3MonthTrend,Market6MonthTrend,MarketYearTrend,Year,Month,Day,dayOfWeek,Sector,Industry,CEOGender,PresidentGender,USACompany,CEOInChargeDuringIPO,presidentInChargeDuringIPO,FiscalMonth,employeesGrouped,FoundingDateGrouped,ipoDay0Return,firstWeekReturn,firstMonthReturn,ipoDay0Volatility,avgFirstWeekVolume,closeDay0,openDay0,highDay0,lowDay0,volumeDay0,closeDay1,closeDay2,closeDay3,closeDay4,volumeDay1,volumeDay2,volumeDay3,volumeDay4,Profitable
59.37,5.313616187E8,20.091,,,,,,,,,,,,,1.426952523,1.640452554,1.397002173,1.760961943,2006,4,19,2,,,,,,,,,,Unknown,,-0.0185,-0.065,,1680.0,20.0,,,,0,20.0,20.0,20.0,19.63,0,0,0,8400,0
59.56,2.65042E8,19.3954,,,,,,,,,,,,,-2.464933035,-1.467548687,-1.879479206,-0.593736519,2007,11,12,0,,,,,,,,,,Unknown,0.0,0.0325,0.0372,0.0,0.0,46.78,46.78,46.78,46.78,0,46.78,46.78,46.78,48.3,0,0,0,0,0
59.9,2.135286208E9,21.4819,,,,,,,,,,,,,0.768836034,1.29357661,1.398783313,1.721911894,2009,11,19,3,,,,,,,,,,Unknown,,0.0012,8.0E-4,,12710.8,60.03,,,,0,60.03,60.03,60.03,60.1,0,17650,27133,18771,0
60.0877,6.309220518E7,17.9601,,,,,,,,,,,,,1.93453077,1.561036982,0.992707261,0.654431327,2016,4,14,3,,,,,,,,,,Unknown,0.0,0.0173,-0.0187,6.0E-4,2200.0,51.92,51.92,51.95,51.92,5300,51.8108,51.8108,52.82,52.82,1000,0,4700,0,1
60.18,5.148059404E9,22.3619,3580.0,42.4,0.0118,0.01,,,1.44,51,51,7,7,1989,0.0,0.0,0.0,0.0,1996,8,23,4,Basic Industries,Environmental Services,male,male,Yes,No,No,Dec,,1951 - 2000,0.0278,0.0811,-0.0134,0.0278,834240.0,2.3125,2.25,2.375,2.3125,1283600,2.3125,2.469,2.5625,2.5,590000,936800,766400,594400,0
60.66,1.15660385E10,23.1713,1390.0,459.69,0.3307,0.09,6658.0,208771.4,8.32,,,,-1,2004,0.745518054,0.567107002,0.039839147,-0.521475951,2003,4,8,1,Consumer Services,Hotels/Resorts,male,male,No,No,No,Dec,5001 - 10000,2001 - 2010,0.0,0.0,0.1638,0.0,92.6,17.5476,17.5476,17.5476,17.5476,463,17.5476,17.5476,17.5476,17.5476,0,0,0,0,1
60.68,1.409231161E10,23.3689,619.94,-42.5,-0.0686,0.36,2193.0,282690.38,22.73,37,44,13,13,2002,-1.036314656,0.36229701,0.104406799,-0.162387706,2015,12,10,3,Technology,Computer Software: Prepackaged Software,male,male,No,No,Yes,Jun,1001 - 5000,2001 - 2010,0.0483,-0.0446,-0.0292,0.0313,4018646.6,27.78,26.5,28.5,27.67,15009116,27.5,26.26,26.5,26.54,2286063,1227198,1086535,484321,1
60.8299,1.18618305E8,18.5914,,,,,,,,49,,,,,1.970231963,1.982811798,2.381065454,2.490441416,2006,10,12,3,,,unknown,male,,sameYear,,,,Unknown,0.0086,0.0121,0.0039,0.0086,6459.8,25.68,25.46,25.68,25.46,16299,25.68,26.38,26.24,25.99,0,12900,2400,700,1
61.15,1.7417195571E10,23.5807,10770.0,772.0,0.0717,,41000.0,262682.93,1.62,51,51,24,24,1978,-0.400985248,0.617337208,0.033532873,-0.904993379,2002,12,11,2,Technology,Electronic Components,male,male,No,No,No,Jun,>10000,1951 - 2000,0.0222,0.0,0.0609,0.024,1.2034E7,11.5,11.25,11.77,11.5,36719700,11.18,11.42,11.61,11.5,9145600,7739500,3836400,2728800,1
61.22,5.184199593E9,22.3689,1360.0,273.82,0.2013,0.03,2000.0,680000.0,3.81,58,58,49,49,1961,-1.597846023,-0.610790025,0.046735507,0.809688255,2010,5,14,4,Consumer Services,Services-Misc. Amusement & Recreation,male,male,Yes,No,No,Dec,1001 - 5000,1951 - 2000,0.0833,-0.0769,-0.1218,0.0,709040.8,9.75,9.0,10.5,10.5,230332,9.2875,9.175,9.125,9.0,249276,2887728,89144,88724,1
61.85,6.705233957E8,20.3236,333.03,24.01,0.0721,0.49,2023.0,164621.85,2.01,70,59,2,2,2011,-0.123782941,0.29238163,0.880128663,1.251251479,2013,9,30,0,Consumer Services,Other Consumer Services,unknown,male,Yes,No,No,Dec,1001 - 5000,2011 - present,0.0,0.0195,0.1039,0.0,200.0,7.7,7.7,7.7,7.7,100,7.7,7.7,7.85,7.85,500,0,200,200,1
62.049,7.135635E7,18.0832,,,,,,,,,,,,,0.485089435,1.146828146,1.575677464,1.652124792,2010,12,1,2,,,,,,,,,,Unknown,,-0.2043,0.0167,,1000.0,25.16,,,,0,25.16,25.16,25.1,20.02,5000,0,0,0,0
62.17,4550844.0,15.3308,,,,,,,,62,,,,,0.577668504,-0.008275634,0.223256638,0.906499679,2011,7,11,0,Finance,Commercial Banks,male,male,,No,No,,,Unknown,,0.0014,0.0724,,2060.0,50.22,,,,0,50.22,50.22,50.15,50.29,10100,0,100,100,0
62.4,4.456138066E9,22.2175,2220.0,131.53,0.0592,0.12,56300.0,39431.62,2.01,61,52,11,11,1993,1.644190739,1.733375256,1.074028245,0.865761251,2004,10,5,1,Consumer Services,Restaurants,male,male,Yes,No,No,Dec,>10000,1951 - 2000,0.1021,0.0686,0.0637,0.0736,3634884.0,11.23,10.19,11.5,10.75,13655258,11.25,11.2,11.5,12.0,2038430,1321352,349396,809984,1
62.75,5.3615394211E10,24.7051,40600.0,4540.0,0.1118,0.09,51000.0,796078.43,1.32,58,58,,-6,2013,1.741850594,1.647175777,2.071280463,1.669671184,2007,4,19,3,Public Utilities,Telecommunications Equipment,male,male,Yes,No,No,Dec,>10000,2011 - present,0.1184,0.0442,0.3285,0.1024,4664100.0,54.8,49.0,55.22,50.2,15887800,57.1,57.5,58.4,57.22,3054450,1619200,1532950,1226100,0
62.83,1.21274466E9,20.9162,,,,,,,,,,,,,-1.058537405,-0.297825077,0.727394501,1.255584871,2011,4,18,0,,,,,,,,,,Unknown,,0.0238,-0.011,,405.0,49.95,,,,0,49.95,50.68,51.14,51.14,400,525,1100,0,0
62.96,3.148E9,21.87,58060.0,4840.0,0.0834,0.12,,,0.05,60,,45,45,1952,1.799324185,1.435113393,1.265318716,1.695942587,1997,9,19,4,Consumer Non-Durables,Meat/Poultry/Fish,male,male,No,No,,Dec,,1951 - 2000,0.0405,0.0353,0.1024,0.0331,620840.0,17.688,17.0,18.25,17.688,2250800,18.438,18.688,18.313,18.313,456900,181700,126500,88300,0
63.73,9.776182E9,23.0032,,,,,,,,,,,,,0.77112305,1.176899849,1.537402493,1.604902996,2012,10,18,3,,,,,,,,,,Unknown,,-0.0147,-0.0432,,2879.6,49.12,,,,0,49.12,49.12,48.1,48.4,0,5000,7408,1990,0
65.14,8.765138996E9,22.894,2220.0,295.6,0.1332,0.05,8900.0,249438.2,3.95,50,50,0,0,2014,-0.690558559,0.808812485,1.191640189,1.49384846,2014,9,22,0,Miscellaneous,Business Services,male,male,Yes,No,No,Jun,5001 - 10000,2011 - present,0.0248,0.0039,-0.1226,0.0724,380042.0,31.0,30.25,32.4999,30.31,6252,31.35,32.98,31.75,31.12,40360,532368,692967,628263,1
65.62,2.1631132844E10,23.7974,10040.0,1280.0,0.1275,0.07,35000.0,286857.14,2.15,55,55,2,2,1996,2.030203938,2.694686493,1.43098622,1.902173661,1998,7,1,2,Public Utilities,Environmental Services,male,male,Yes,No,No,Dec,>10000,1951 - 2000,0.0225,0.0,-0.0343,0.0075,5334120.0,17.0,16.6253,17.1253,17.0,20818650,17.1253,17.1253,17.25,17.0,3037200,0,1737750,1077000,0
65.69,1.11673E8,18.5311,,,,,,,,,,,,,1.252849416,1.53537703,2.070481945,1.569347687,2010,4,7,2,,,,,,,,,,Unknown,0.0024,0.0041,0.0189,0.0024,1829.2,25.38,25.32,25.39,25.33,2800,25.33,25.2467,25.485,25.485,1800,2250,2296,0,1
66.19,1.0934588E10,23.1152,,,,,,,,,,,,,1.880171074,0.36804679,0.497211245,0.918617279,2007,12,10,0,,,,,,,,,,Unknown,,-0.0016,-0.0684,,3380.0,51.18,,,,0,51.18,51.18,51.25,51.1,0,100,11600,5200,0
66.96,1.881784915E9,21.3555,883.59,50.96,0.0577,0.34,920.0,960423.91,2.13,49,52,15,15,1990,1.506709546,0.459862873,0.550674293,1.023661259,2005,11,9,2,Consumer Durables,Consumer Electronics/Appliances,male,female,Yes,No,No,Dec,501 - 1000,1951 - 2000,0.0156,0.1461,0.1479,0.143,4199174.8,26.7,26.29,34.16,30.4,5298760,34.5,36.51,32.7,30.6,7775965,4583109,1871429,1466611,0
67.44,1.045680804E9,20.7679,,,,,,,,59,59,5,5,1992,0.266658869,0.840873505,0.840873505,0.840873505,1997,1,28,1,Basic Industries,Major Chemicals,male,male,,No,No,,,1951 - 2000,0.0,0.0,-0.2,0.0,132.0,4.545,4.545,4.545,4.545,110,4.545,4.545,4.545,4.545,0,0,0,550,0
67.48,3.535952E9,21.9862,,,,,,,,,,,,,0.885815049,0.871160858,1.214148266,1.593224379,2011,3,29,1,,,,,,,,,,Unknown,0.0,0.0355,0.0355,0.0,5514.0,51.9,51.9,51.9,51.9,0,51.9,51.9,52.62,53.74,0,14200,2850,10520,0
67.69,1.0593485E9,20.7809,,,,,,,,,,,,,-1.010591705,-0.459231169,-0.681241192,0.248756742,2007,11,13,1,,,,,,,,,,Unknown,,-0.0536,-0.0235,,13460.0,49.4,,,,0,49.4,49.4,49.4,46.75,0,0,51700,15600,0
68.17,2.198322839E10,23.8135,4470.0,684.0,0.153,0.06,13500.0,331111.11,4.92,56,56,0,0,1999,1.601164752,2.352507596,2.312974309,2.03984391,1999,11,18,3,Capital Goods,Biotechnology: Laboratory Analytical Instruments,male,male,Yes,No,No,Oct,>10000,1951 - 2000,0.0462,-0.0338,0.0691,0.1046,1.83077742E7,28.6358,27.3725,33.5207,30.6572,59753154,27.204,29.3517,27.1198,27.6676,16172993,5435127,5035889,5141708,1
68.85,2.054111453E9,21.4431,431.76,27.61,0.0639,0.12,646.0,668359.13,4.76,62,62,9,9,1988,-0.102870551,0.195739715,0.748405777,1.160312499,1997,12,12,4,Technology,Semiconductors,unknown,unknown,Yes,No,No,Dec,501 - 1000,1951 - 2000,0.0,0.0308,0.1999,0.0768,1551680.0,4.063,4.063,4.375,4.063,4442400,4.0,4.188,4.188,4.188,1414200,657800,622800,621200,1
69.41,4.527152585E9,22.2334,2450.0,209.43,0.0855,0.02,20400.0,120098.04,1.85,52,52,22,22,1975,2.822602628,2.212928329,2.800897989,2.884031575,1997,6,13,4,Miscellaneous,Business Services,male,male,Yes,No,No,Sep,>10000,1951 - 2000,0.0,-0.0417,0.1944,0.0972,4183920.0,4.5,4.5,4.9375,4.5,16084000,4.5,4.5312,4.5,4.3125,1424000,1881600,636800,893200,1
70.0,1.582658E8,18.8798,42.84,9.31,0.2173,0.22,201.0,213134.33,3.69,58,58,0,0,2008,-2.734832041,-4.077985838,-3.734930444,-3.662089046,2008,10,7,1,Finance,Savings Institutions,male,male,Yes,,,Sep,101 - 500,2001 - 2010,0.002,-0.0303,-0.0455,0.0364,20964.0,9.9,9.88,10.5,10.14,59552,9.7,9.7,9.4,9.6,23102,9165,7501,5500,0
71.05,1.3E11,25.5908,2098380.0,26280.0,0.0125,0.26,494297.0,4245180.53,0.06,,60,1,1,1999,0.84533073,1.402071219,1.552714051,2.168080967,2000,3,30,3,Energy,Oil & Gas Production,,unknown,No,,No,Dec,>10000,1951 - 2000,0.0,0.0,-0.1179,0.0,0.0,16.438,16.438,16.438,16.438,0,16.438,16.438,16.438,16.438,0,0,0,0,1
71.56,2.5300071132E10,23.9541,11550.0,2070.0,0.1792,0.1,16500.0,700000.0,2.19,57,53,21,21,1986,0.446464495,1.080187899,1.678121987,1.659054921,2007,6,14,3,Finance,Finance: Consumer Services,male,male,Yes,No,Yes,Dec,>10000,1951 - 2000,0.0268,0.0369,-0.0838,0.0,1620240.0,28.75,28.0,30.5,30.5,3279100,29.08,29.93,29.7,29.81,790100,1591000,1585100,855900,0
73.0,,,74.93,15.87,0.2118,0.08,350.0,214085.71,,55,55,27,27,1987,0.592635387,1.351714859,1.605655669,1.81473021,2014,1,14,1,Finance,Major Banks,male,male,Yes,No,No,Dec,101 - 500,1951 - 2000,0.0,0.0,0.0175,0.0,600.0,28.5,28.5,28.5,28.5,100,26.75,26.75,28.5,28.5,2000,0,900,0,1
73.11,5029456.23,15.4308,,,,,,,,62,,,,,1.335753565,1.081010087,0.10907981,0.547953367,2010,8,9,0,Finance,Commercial Banks,male,male,,No,No,,,Unknown,,0.0297,0.0132,,5220.0,49.89,,,,0,49.89,51.52,51.52,51.37,6000,100,0,20000,0
73.18,4.2515830047E10,24.4731,6010.0,2510.0,0.4176,0.01,4952.0,1213651.05,7.07,62,45,5,5,2000,1.253581006,1.049342711,1.068845753,1.436889703,2005,11,16,2,Finance,Investment Bankers/Brokers/Service,male,male,Yes,Yes,No,Dec,1001 - 5000,1951 - 2000,0.0179,-0.1096,-0.1083,0.1351,3.1524E7,7.85,7.712,8.842,7.8,97629000,7.05,7.0,7.18,6.99,34283000,12798000,6374500,6535500,1
73.7,3.739545444E9,22.0422,1740.0,53.4,0.0307,,3000.0,580000.0,2.15,78,60,0,0,2014,1.428452892,1.501244242,2.163896321,2.081648034,2014,12,3,2,Capital Goods,Aerospace,male,male,Yes,No,sameYear,Jan,1001 - 5000,2011 - present,0.0453,-0.0298,-0.1231,0.0667,1242610.2,47.04,45.0,50.0,47.0,2961299,46.26,46.04,45.52,45.64,1607296,288814,1240088,115554,0
74.45,6.216575E8,20.2479,,,,,,,,,,,,,1.839695033,1.859752759,2.136146735,1.251811703,2012,2,8,2,,,,,,,,,,Unknown,,-0.022,-0.0302,,101.6,55.0,,,,0,55.0,53.7899,53.7899,53.7899,0,508,0,0,0
75.06,1.0576238853E10,23.0819,45790.0,160.0,0.0035,0.07,31000.0,1477096.77,0.23,55,57,183,183,1818,0.970550677,-0.500054283,-0.20323207,-0.90840218,2001,8,2,3,Consumer Non-Durables,Packaged Foods,unknown,male,Yes,No,No,Dec,>10000,<= 1900,0.0519,0.0,0.0475,0.0066,2984720.0,16.0,15.21,16.1,16.0,9812900,16.0,16.04,16.0,16.0,2776400,416700,1651800,265800,1
76.39,4.237798501E9,22.1673,1280.0,102.45,0.08,,12100.0,105785.12,3.31,52,52,10,10,2002,1.431376662,1.036977538,0.63618907,1.093176209,2012,7,19,3,Consumer Services,Department/Specialty Retail Stores,male,male,Yes,No,No,Jan,>10000,2001 - 2010,0.06,0.0208,0.2189,0.1352,2439849.6,26.5,25.0,29.43,26.05,10460565,27.27,27.27,27.6,27.05,969181,0,343441,426061,1
76.79,2.734542274E9,21.7292,1910.0,158.13,0.0828,0.09,8400.0,227380.95,1.43,62,47,0,0,2015,-0.507646079,0.087744748,0.607763414,1.087686447,2015,6,17,2,Basic Industries,Engineering & Construction,male,male,Yes,sameYear,sameYear,Dec,5001 - 10000,2011 - present,0.0,0.0,0.2831,0.0,20.0,22.75,22.75,22.75,22.75,100,22.75,22.75,22.75,22.75,0,0,0,0,1
77.95,3.373714975E9,21.9393,4450.0,328.3,0.0738,0.2,2214.0,2009936.77,0.76,61,61,4,4,2010,0.710775275,1.602791492,1.817218609,1.647278105,2014,6,12,3,Basic Industries,Major Chemicals,male,male,Yes,No,No,Dec,1001 - 5000,2001 - 2010,0.0035,0.076,0.0504,0.005,1459739.2,20.25,20.18,20.75,20.65,5453896,20.2,20.27,21.25,21.79,545853,245585,536100,517262,0
78.42,1.52919E8,18.8454,,,,,,,,,43,,,,1.970231963,1.982811798,2.381065454,2.490441416,2006,10,12,3,,,,male,,,No,,,Unknown,8.0E-4,0.0072,0.0,4.0E-4,12120.0,24.89,24.87,24.92,24.91,8500,24.98,25.07,24.95,25.07,3600,1900,3300,43300,1
79.86,5.591549394E9,22.4445,2470.0,105.12,0.0426,0.04,6188.0,399159.66,2.26,67,67,60,60,1938,1.11644802,1.623143781,2.247738107,2.09297673,1998,3,27,4,Consumer Non-Durables,Apparel,male,male,Yes,No,No,Dec,5001 - 10000,1901 - 1950,0.0029,-0.0371,0.0142,0.1343,5855520.0,7.3125,7.2915,8.2915,7.3125,21022500,7.3125,7.0415,7.0,7.0415,3577500,2448600,1579500,649500,0
81.17,1.88E11,25.9597,48340.0,7580.0,0.1568,0.01,121597.0,397542.7,3.89,,46,0,0,1996,0.0,0.0,0.0,0.0,1996,11,7,3,Health Care,Major Pharmaceuticals,unknown,male,No,No,No,Dec,>10000,1951 - 2000,0.0105,0.0042,-0.021,0.0042,90766.8,29.0527,28.75,29.1748,29.0527,171622,29.1162,29.4824,29.2383,29.1748,48332,40550,143769,49561,1
81.18,4.773384E8,19.9837,,,,,,,,,,,,,-1.77367249,-2.008406637,-1.266942718,-1.560978304,2008,6,24,1,,,,,,,,,,Unknown,,-0.0319,-0.0217,,1860.0,48.86,,,,0,48.86,47.61,47.34,47.3,7000,700,1400,200,0
81.77,4.8084957499E10,24.5962,14810.0,1500.0,0.1013,0.1,260000.0,56961.54,3.25,49,50,4,4,1994,-0.031752377,-0.502656195,0.743922857,1.391437802,1998,6,19,4,Technology,EDP Services,male,male,Yes,No,No,Dec,>10000,1951 - 2000,0.053,0.1247,0.6115,0.052,1.964448E7,0.2085,0.198,0.2188,0.2085,61454400,0.2085,0.2085,0.2135,0.2345,6979200,9638400,1732800,18417600,1
82.62,1.4709859701E10,23.4118,3360.0,426.0,0.1268,0.02,6900.0,486956.52,4.38,58,58,122,122,1886,1.116381196,1.288681152,-0.296618244,-0.962371155,2008,4,23,2,Public Utilities,Water Supply,female,female,Yes,No,No,Dec,5001 - 10000,<= 1900,0.0188,0.0228,0.0272,0.042,6377442.8,20.6,20.22,21.45,20.6,23400575,20.81,21.17,21.0,21.07,4960820,1956798,709378,859643,1
82.88,1.5029156191E10,23.4333,,,,,,,,57,57,0,0,2014,1.433308297,1.151610032,1.468382763,1.657905317,2014,11,4,1,Consumer Services,Television Services,male,male,,sameYear,sameYear,,,2011 - present,0.0038,-0.0095,0.1501,0.0,872035.0,45.1872,45.0148,49.8037,49.8037,43060,48.798,47.8881,47.4284,44.7562,1578876,1363356,568422,806461,1
85.66,5.02692532E9,22.3381,463.77,-26.83,-0.0579,0.26,857.0,541155.19,10.84,65,43,7,7,2000,0.710404236,1.401634734,2.084346461,1.736069387,2007,5,15,1,Health Care,Medical/Dental Instruments,male,unknown,Yes,No,No,Dec,501 - 1000,1951 - 2000,0.012,-0.0207,-0.1059,0.0,1176001.4,15.96,15.77,17.0,17.0,4849979,15.45,15.13,15.29,15.63,337946,395129,140549,156404,1
85.95,1.646859329E9,21.2221,102.81,17.71,0.1723,0.17,89.0,1155168.54,16.02,61,61,18,18,1995,0.527746582,1.189539148,1.670594888,2.038223169,2013,3,21,3,Health Care,Major Pharmaceuticals,male,male,Yes,Yes,Yes,Sep,0 - 100,1951 - 2000,0.2006,-0.0052,0.2014,0.2334,384772.4,17.18,14.31,17.85,14.51,1763572,16.81,16.83,17.09,17.09,75379,24067,26985,33859,1
85.98,1.4320799051E10,23.385,3970.0,734.0,0.1849,0.07,4734.0,838614.28,3.61,47,47,31,31,1971,-1.818666506,-2.189564447,-2.689056009,-2.634262741,2002,7,1,0,Finance,Investment Bankers/Brokers/Service,unknown,unknown,Yes,No,No,Dec,1001 - 5000,1951 - 2000,0.0,0.0,-0.26,0.0,3800.0,15.0,15.0,15.0,15.0,1300,15.125,15.0,15.0,15.0,7000,10200,0,500,0
87.2,2.991480061E9,21.819,417.04,52.85,0.1267,0.16,1480.0,281783.78,7.17,50,50,14,14,1997,0.347889601,0.480615171,1.017458753,1.424666524,2011,4,15,4,Technology,Computer Software: Prepackaged Software,male,male,Yes,No,No,Dec,1001 - 5000,1951 - 2000,0.1652,0.0548,0.0266,0.2031,776041.0,6.77,5.81,7.18,6.0,3364411,6.67,6.78,6.88,7.141,219693,170337,95403,30361,0
87.82,3.9032051536E10,24.3876,20510.0,4700.0,0.2292,0.1,44928.0,456508.19,1.9,51,51,35,35,1961,0.0,0.0,0.0,0.0,1996,4,11,3,Finance,Commercial Banks,male,male,No,No,No,Oct,>10000,1951 - 2000,0.0,0.0,0.0,0.0,7640.0,14.875,14.875,14.875,14.875,38200,14.875,14.875,14.875,14.875,0,0,0,0,1
90.15,2.742231742E9,21.732,,,,,,,,50,50,3,3,1994,0.217504476,1.051284478,1.45245529,1.795163552,1997,8,20,2,Consumer Services,Department/Specialty Retail Stores,male,male,,No,No,,,1951 - 2000,0.0,0.0,0.3173,0.0,0.0,13.0,13.0,13.0,13.0,0,13.0,13.0,13.0,13.0,0,0,0,0,1
90.91,3.312412306E9,21.9209,421.5,55.03,0.1306,0.2,7637.0,55191.83,7.86,52,52,6,6,1998,-0.169271176,0.581862245,0.040495175,0.313770293,2004,9,29,2,Technology,Diversified Commercial Services,male,male,No,,,Dec,5001 - 10000,1951 - 2000,0.1365,0.2496,0.4652,0.2106,1204315.6,10.575,9.305,11.45,9.49,0,10.375,13.15,13.35,13.215,2241268,1515346,1791564,473400,0
94.81,6.780304915E9,22.6373,1580.0,156.57,0.0991,0.54,,,4.29,51,45,1,1,1999,-1.066245068,0.225017167,0.521475567,1.127677927,2000,4,13,3,Technology,Computer Software: Prepackaged Software,male,unknown,No,No,No,Dec,,1951 - 2000,0.1655,-0.0211,0.4472,0.4754,2841878.6,17.9472,15.3988,25.2671,17.9472,7825703,16.917,17.4592,18.4352,17.5677,3144067,1661712,829242,748669,0
95.6,1.026392957E9,20.7493,127.09,-115.7,-0.9104,,600.0,211816.67,8.08,57,,9,9,1999,0.54553794,-0.580580439,-1.252005828,-1.918299404,2008,12,18,3,Health Care,Major Pharmaceuticals,male,,No,Yes,,Dec,501 - 1000,1951 - 2000,0.0,0.0319,0.0319,0.0,200.0,4.7,4.7,4.7,4.7,500,4.7,4.85,4.85,4.85,0,500,0,0,1
96.64,1.693616E10,23.5527,,,,,,,,,52,,,,1.304275373,1.493419362,1.677213729,1.705719265,2003,10,31,4,,,,male,,,No,,,Unknown,,0.0,0.0158,,0.0,50.51,,,,0,50.51,50.51,50.51,50.51,0,0,0,0,0
97.07,2.6067876995E10,23.984,23470.0,1540.0,0.0656,,129000.0,181937.98,1.11,55,48,70,70,1939,0.900975047,1.425586981,1.483737963,1.786825806,2009,11,13,4,Consumer Services,Department/Specialty Retail Stores,male,male,Yes,No,No,Jan,>10000,1901 - 1950,0.0451,0.0062,0.0268,0.0506,5486740.2,22.73,21.75,23.1,22.0,22075893,23.1,23.04,22.55,22.87,2079999,1328008,918213,1031588,1
98.6,4.639181962E9,22.2578,335.63,102.25,0.3047,0.69,224.0,1498348.21,13.82,65,65,2,2,1994,0.0,0.0,0.0,0.0,1996,4,11,3,Capital Goods,Electrical Products,male,male,Yes,No,No,Dec,101 - 500,1951 - 2000,0.1389,-0.0976,0.0976,0.0,138100.0,5.125,4.5,5.125,5.125,325300,4.5,4.5,4.375,4.625,186200,38100,70600,70300,1
101.46,8.870885825E9,22.906,4430.0,213.9,0.0483,,8300.0,533734.94,2.0,56,61,24,24,1980,1.799171135,1.626595173,2.177565209,2.732093928,2004,12,16,3,Health Care,Other Pharmaceuticals,male,male,No,No,No,Dec,5001 - 10000,1951 - 2000,0.0514,0.0836,0.0842,0.0636,2984040.0,7.36,7.0,7.445,7.0,12120000,7.35,7.3,7.8,7.975,954400,338400,897800,609600,1
103.45,2.588391415E9,21.6743,10090.0,245.22,0.0243,0.16,12899.0,782231.18,0.26,51,51,50,50,1946,-1.101070931,-1.101070931,-1.101070931,-1.101070931,1996,12,18,2,Consumer Durables,Automotive Aftermarket,male,male,Yes,No,No,Dec,>10000,1901 - 1950,0.0171,0.0,0.0899,0.0343,234160.0,11.125,10.938,11.5,11.125,804200,11.125,11.125,11.375,11.125,124200,185900,20800,35700,1
103.9,3.581233824E9,21.999,480.6,74.86,0.1558,0.21,465.0,1033548.39,7.45,56,56,9,9,2001,0.854098188,1.179125291,0.183990338,0.382928212,2010,9,23,3,Consumer Services,Real Estate Investment Trusts,male,male,Yes,No,No,Dec,101 - 500,2001 - 2010,0.0296,0.0256,-0.055,0.0347,3795027.4,16.01,15.55,16.54,16.0,15561023,16.25,16.0,15.98,16.42,1735349,961184,306697,410884,0
104.33,4.3278433094E10,24.4909,4340.0,444.55,0.1024,0.11,4500.0,964444.44,9.97,44,44,4,4,1994,-0.309418075,-0.583557637,-0.106304116,0.878082111,1998,8,18,1,Consumer Services,Real Estate Investment Trusts,male,male,Yes,No,No,Dec,1001 - 5000,1951 - 2000,0.0097,0.0,-0.3269,0.0147,1488870.4,12.9999,12.875,13.1887,13.0,5783087,13.0628,12.9999,12.9999,12.9999,388792,348592,804084,119797,1
106.91,1.7654787583E10,23.5943,2150.0,555.1,0.2582,0.08,7304.0,294359.26,8.21,60,60,1,1,2008,0.502997785,1.097302439,1.571015388,1.827500324,2009,10,7,2,Technology,EDP Services,male,male,Yes,No,No,Dec,5001 - 10000,2001 - 2010,0.0307,-0.0011,-0.0096,0.0746,1.68976776E7,27.22,26.41,28.97,27.0,63747342,26.6,26.4,26.25,27.19,6906757,3361424,7176907,3295958,1
109.92,1.9429785333E10,23.6901,48380.0,828.0,0.0171,0.19,33700.0,1435608.31,0.4,75,58,17,17,1984,-2.073414332,0.527430454,-0.33035117,-0.920142633,2001,12,13,3,Health Care,Medical Specialities,male,female,Yes,No,No,Dec,>10000,1951 - 2000,0.2054,0.204,0.1953,0.2396,7637040.0,2.867,2.3785,2.95,2.38,28183800,2.7835,2.83,2.877,3.452,5653800,878400,1792800,1676400,1
110.33,1.4297937767E10,23.3834,8039.999999999999,1300.0,0.1617,0.58,8800.0,913636.36,1.78,67,67,18,18,1986,-1.351634331,-1.782936298,-2.10301983,-0.320441092,2004,8,11,2,Basic Industries,Major Chemicals,male,male,Yes,sameYear,sameYear,Dec,5001 - 10000,1951 - 2000,0.0103,0.0375,0.258,0.0448,2265480.0,7.325,7.25,7.575,7.25,8581400,7.405,7.46,7.45,7.6,1109400,274400,895400,466800,1
111.99,9.103636639E9,22.9319,6650.0,-99.3,-0.0149,,23300.0,285407.73,1.37,52,52,30,30,1967,2.862718904,2.083567101,2.61943185,2.709143329,1997,6,12,3,Consumer Non-Durables,Apparel,male,male,Yes,No,No,Mar,>10000,1951 - 2000,0.0202,-0.0992,-0.1905,0.0282,6027640.0,31.5,30.875,33.0,32.13,19961200,32.375,30.875,29.75,28.375,3661100,2481700,2284300,1749900,0
112.01,6.615808484E9,22.6127,433.05,66.64,0.1539,0.32,2548.0,169956.83,15.28,46,46,16,16,1998,-0.892814416,0.122916496,0.663722024,1.19071017,2014,4,15,1,Technology,Computer Software: Prepackaged Software,male,male,Yes,No,No,Dec,1001 - 5000,1951 - 2000,0.0132,0.0489,-0.0964,0.0013,880918.4,15.35,15.15,17.92,17.9,3531656,15.62,16.25,16.25,16.1,266491,528541,0,77904,1
115.45,4.329375E8,19.8861,,,,,,,,,,,,,1.252849416,1.53537703,2.070481945,1.569347687,2010,4,7,2,,,,,,,,,,Unknown,0.0,-0.0028,9.0E-4,0.0,1230.4,25.07,25.07,25.16,25.16,3100,24.99,24.92,25.04,25.0,1052,750,1000,250,1
